,User,Tweet
41,stevewoz,"@elonmusk My thought today: when we go to Mars and start a new culture, we should bring dogs with us."
42,stevewoz,"When we go to Mars and start a culture there, we should take dogs or other pets with us."
43,stevewoz,"@ankithharathi I agree with the distribution of wealth comments but if I had to choose between having smartphones or flaming’ hot Cheetos with lime, it would be a tough choice for me!"
44,stevewoz,Picking up our first RV/Motorhome in a few days! https://t.co/6moOA45MLZ
45,stevewoz,"A new role-playing game was just released for the Apple II computer that I invented over 40 years ago!
I appear as an NPC in the game, Nox Archaist by @6502workshop
https://t.co/EL2sKgS81y"
46,stevewoz,"Hola Chile! We'll meet very soon, December 17, 5:00 p.m. at @itauchile #VisiondeLideres. We'll talk about the future, digitization, technology, and our lives after Covid. Register at Itaú's Youtube https://t.co/Auc02y2koM. Don't miss it! See you on the 17th. Nos vemos Chile!"
47,stevewoz,"Great gift. Easily forms to your own ear. Sounds great with good sound blocking. I have no connection to UE and get nothing from them. I buy all my UE products at full retail.
https://t.co/TheyKHobGY"
48,stevewoz,"Looking forward to discussing how technology is shaping the future at the 'Smarter Homes, Safer Communities' virtual event powered by @Aico_Limited on the 10th December. Join me! https://t.co/N7OiFA1ByZ #SmarterSafer"
49,stevewoz,https://t.co/irwYOcDJ8r - worth it in my opinion!
50,stevewoz,"Jackson Hole WY 
TEEN Mental Health. Nice to see youth doing such good things. https://t.co/qHFLxRSeuZ"
51,stevewoz,"An example to all of us, young and old, of helping others. A guided is a tool but pets can help us be happy too. Love goes around. https://t.co/P04dBUTZbE"
52,stevewoz,Startling biome. (@ Death Valley National Park - West Entrance) https://t.co/O09WFZV8R7 https://t.co/S94tpa2uxA
53,stevewoz,"If you would like a special short video wish from me, or if you know someone who would, you can get it on Cameo. All proceeds go to the Inspiring Children charity. https://t.co/PFykAlXTUx"
54,stevewoz,"Technical brilliance. Creative passion. A shared dedication to the collaborative process. From the early days to the latest  breakthroughs, the brightest minds in the industry have found a community in SMPTE, home of creative technology. I am a one of those people! #smptepeople"
55,stevewoz,"In creating the Apple II, I was as much a video engineer as a computer engineer. I  designed a SMPTE frame code reader then. SMPTE represents the engineers that make video (TV and motion picture) in this digital world. I like our new logo! https://t.co/gWfaoyeU8e"
56,stevewoz,"Dre's video for her new song.
https://t.co/pFAuqpPPfy"
57,stevewoz,"Dre has been a musical friend of mine for  some time, going back to the Dusty Rhodes group. Dre is a very good person and has had an influence on myself. https://t.co/OE61qutpKW"
58,stevewoz,"I´ll be talking at @internetdagarna November 23rd. No in-person visit to Sweden because it´s an online conference this year, but I will share my thoughts on open technology, education and answer audience questions online. #ind20"
59,stevewoz,"Quarantine Blues is a totally fun look at things we are all going through!!!

https://t.co/OS2C0Nlzrc"
60,stevewoz,"On October 3rd I will be at an event hosted by Monashees, to celebrate the tech industry evolution in the region. I'm looking forward to discussing the past, present and future of technology with @mikeyk."
61,stevewoz,"On October 3rd I will be at an event hosted by monashees, to celebrate the tech industry evolution in the region. I'm looking forward to discussing the past, present and future of technology with @mikeyk."
62,stevewoz,"Drove 300 miles to enjoy Ruth’s Chris again! (@ Ruth's Chris Steak House in Reno, NV) https://t.co/kxqgm3c9Xf"
63,stevewoz,"Hanging out but way behind on life and struggling to catch up with things. (@ Woz Home in Los Gatos, CA) https://t.co/NfGxs8l7w5"
64,stevewoz,[70th Birthday Charity Concert] for Apple Co-Founder Woz https://t.co/ojijGytZVy
65,stevewoz,"Last night I enjoyed the ""Friends &amp; Family"" video for my birthday celebration.  Here is the link in case you want to watch it.
https://t.co/mNFusd6aX7

Tonight the Grand Finale  starts at 5pm Pacific.  Challenge winners will be announced at the end.
https://t.co/95c3qKoiW7"
66,stevewoz,@MaxPassword2020 Password security is becoming more important every day.
67,stevewoz,@franklinwaddles I remember once having a quiet sensitive conversation with Steve Jobs backstage and negative comments (by Jobs) about our CEO and then I realized that the guys running our mics could have picked it up if they were listening.
68,stevewoz,"@franklinwaddles Ha ha, like Jibjab. good selections, happiness, dog, music."
69,stevewoz,@uofekern Definitely based on my hacker fun and prankster reality.
70,stevewoz,@Charly923407591 That's how I'd like it done. Some might question whether the guitar makes a sound in space if nobody can hear it.
71,stevewoz,@uofekern Ha ha. Based on my prank reality.
72,stevewoz,@awaybbl Ha Ha! I laughed.
73,stevewoz,"@AldoSebastian_n @InspiringChldrn I can't fault this one, and it's very kind indeed."
74,stevewoz,@dice90 Ha ha - good enough that I say that sometimes myself.
75,stevewoz,"@prince_solomonn Ok but you'll probably find a better joke for the byte someday. Here's one, sort of. My license plate reads 256 ME because 256 is the data that a byte can hold."
76,stevewoz,"@prince_solomonn Ouch, I don't think I get this one. So I'll return one. Knock knock? Who's There? Nobody. Nobody who? (nothing more is said)"
77,stevewoz,@JJellybeans44 Actually quite a good joke.
78,stevewoz,@franklinwaddles Ha ha. I like word jokes and riddle jokes all the time.
79,stevewoz,"@mandyckaylor It's definitely fun to watch you. ""You wear it well"" (a Rod Stewart song)"
80,stevewoz,@TBYRD You sure give it your all and keep a smile!
81,stevewoz,@JadeQuintana8 @JanetWozniak Wow! You really dance well with every movement sharp. It's a joy to watch.
82,stevewoz,"@TBYRD Steve Jobs lived on a commune of poor people working together and one of them came up to Steve and said ""I have a great name for your company"". I'm not sure but there might have been Apple trees in that commune's orchard."
83,stevewoz,@TBYRD Apple sounded like a good name. We did have to pay huge amounts of money to the Beatles in later years because their record company was Apple Records and they pointed to ways that our computers could make music.
84,stevewoz,@TBYRD I had taught myself everything about computers just for fun. I told my father that I'd own a useful computer someday but he said it cost as much as a house. I replied that I'd live in a cheaper apartment. When I saw the way I took it.
85,stevewoz,@_textb00k Nice view of positive sides of technology. Let's fight to keep the best of it.
86,stevewoz,@Charly923407591 Things like driverless cars and AI that equals humans would change life more than ever. It's amazing to see the start.
87,stevewoz,@franklinwaddles @CyrenInc Excellent points about things that matter to us in the future.
88,stevewoz,@TBYRD Thank you very much. Young children have the purest minds. Try to be good to others your whole life.
89,stevewoz,@TBYRD Your point is very captivating!
90,stevewoz,@amkhanson1 Thanks. Inspiring Children really is a good thing.
91,stevewoz,@KnightsTARDISia @EFF @GISH Thanks. What EFF does is absolutely a gift of giving to those whose civil rights are overrun in the digital world.
92,stevewoz,@AngeleMazerolle Great use of metaphors instead of too many words.
93,stevewoz,@AngeleMazerolle good conceptualization.
94,stevewoz,"@powermama Clear, not overly complicated, the best points!"
95,stevewoz,@visa58 @InspiringChldrn Very nice and appropriate video.
96,stevewoz,@frnscmaggs I see the great gift being that we may someday balance the wealth more fairly. This is an important value for all children.
97,stevewoz,"@TessReiche @InspiringChldrn The best you can give is to inspire those who are younger or weaker, and to set good examples."
98,stevewoz,@Mishalocked24 @GISH I love using a program as a formula test!
99,stevewoz,@AlinaTARDIS @kathi_bns @SPNcrossroad Nice thoughts.
100,stevewoz,@AshinBlack I'm embarrassed. &lt;3 might be happy but is self-x something like selfless?
101,stevewoz,@asianwaterfall I love the many concepts and the layout. There is a lot of randomness that comes together in formulas.
102,stevewoz,@TeamScrmtrlscnt You did a good job breaking down the formula into valid parts.
103,stevewoz,"@teamgnomad Nice idea. It's ok to think different, this way."
104,stevewoz,@brianjychan New technologies are a happy place for me too. I always look for such finds and get excited and happy and tell others about them.
105,stevewoz,@_textb00k This is the best happy place of our lives.
106,stevewoz,@uofekern Reminders of the best times in your life is a good happiness recipe.
107,stevewoz,"@JJellybeans44 Your support groups are there to enhance your happiness and you enhance theirs, which makes you happier yet. If anyone you are with is ever bad to you, you should still be good to them."
108,stevewoz,"@JadeQuintana8 Great happy place, where things that help you are."
109,stevewoz,"@GeekyPanda92 Your happy place is yours, and not others'. You can disappear into Minecraft and get away from the real world with nonsense that you have no control over. You are better when you come out too."
110,stevewoz,@dewnot There is a lot of peaceful happiness in getting away from the everyday grind. Thanks.
111,stevewoz,"A bear walked right by the hotel but Janet and I barely missed it. Maybe tomorrow. (@ The Ahwahnee Hotel in Yosemite National Park, CA) https://t.co/0c82oNHnPi"
112,stevewoz,"Charging enroute to Yo-Semite. (@ Tesla Supercharger in Fish Camp, CA) https://t.co/2RsrxgU5Ax"
113,stevewoz,Tell me a joke! https://t.co/akyOBPoDEa
114,stevewoz,Who is up for some Dancing? https://t.co/ZF9lj76j1n
115,stevewoz,"Thank you @HuobiGlobal and @LeonHuobi for the birthday wishes !!!
 
@EfforceOfficial and I are very pleased to be partnering with Huobi as we expand our revolutionary worldwide Energy Efficiency Platform. Together we will build a better world."
116,stevewoz,Go to https://t.co/g6Pl2wdQKX to see the 11 days of Challenges create by the Inspiring Children Foundation Kids!
117,stevewoz,"Time to be creative, for good purpose. https://t.co/mNJQNGEwyu"
118,stevewoz,Steve Wozniak - live with [70th Birthday Charity Concert] https://t.co/QrSl5Z9GLL
119,stevewoz,Steve Wozniak - live with [70th Birthday Charity Concert] https://t.co/UZn8PYT7Fq
120,stevewoz,Steve Wozniak - live with [70th Birthday Charity Concert] https://t.co/C95zszOykz
121,stevewoz,Steve Wozniak - live with [70th Birthday Charity Concert] https://t.co/6lMpPmz69J
122,stevewoz,Steve Wozniak - live with [70th Birthday Charity Concert] https://t.co/uN7EAHnHX8
123,stevewoz,Steve Wozniak - live with [70th Birthday Charity Concert] https://t.co/81sh8KvPY3
124,stevewoz,Steve Wozniak - live with [70th Birthday Charity Concert] https://t.co/9xBCVFcgHY
125,stevewoz,Steve Wozniak - live with [70th Birthday Charity Concert] https://t.co/eRkPBbTXjv
126,stevewoz,Steve Wozniak - live with [70th Birthday Charity Concert] https://t.co/JqdJ5v9l1R
127,stevewoz,Steve Wozniak - live with [70th Birthday Charity Concert] https://t.co/jNMEHEGiz0
128,stevewoz,It's my 46th birthday today. All my Apple development work was done in the hexadecimal numbering system!
129,stevewoz,@annemccue Or the debt that we all have to pay back. Easy to have more when you borrow.
130,stevewoz,"Join me for “11 Days of Wozdom”,  beginning  Aug 11, with challenges that speak to  values of mine: happiness, creativity, ingenuity and fun.  https://t.co/MgqMNpjqgs for details. https://t.co/PRjNicbnXb"
131,stevewoz,"Join me for my 70TH BIRTHDAY PARTY  by Janet and Jewel. Instead of presents, help save and transform children’s lives; Support Jewel’s Inspiring Children Foundation. Tune in August 11th @ 5pm PDT streaming on https://t.co/t9GYwBPXUF &amp; https://t.co/ojWc1hmzRX https://t.co/jrdKwKywQm"
132,stevewoz,"Our balcony 417. (@ The Ahwahnee Hotel - @travel_yosemite in Yosemite National Park, CA) https://t.co/uU7u4DXUbj https://t.co/ZLCmKd32py"
133,stevewoz,"I never promote a product for money, only because it's good. These are the best sounding wireless earphones I have heard. I've had them for a year, at least. https://t.co/ysFuiUWUCY"
134,stevewoz,"On July 30 I'll be at Forum E-Commerce Brasil @eCommerce_Br. @radfahrer and I will have a great talk about innovation, culture, people and digital creativity. Join us! https://t.co/LwB4uGBpil #forum2020"
135,stevewoz,"I'll be at Forum E-Commerce Brasil - Global Edition - @eCommerce_Br on July 30th. Register free https://t.co/LwB4uGBpil  and let's talk about innovation, culture, people and digital creativity #forum2020"
136,stevewoz,"On our way home but only 2 dogs this time (@ Tesla Supercharger in Pismo Beach, CA) https://t.co/LRu1XWYXo8"
137,stevewoz,"Love the beef ribs so much that we drove here for lunch and then back home. (@ Wood Ranch BBQ &amp; Grill in Ventura, CA) https://t.co/7nAaLI53rK"
138,stevewoz,Some saw me wearing a 'special' mask with blower and heap filter and electrostatic cleaner during today's press conference. Broad AirPro Mask. About $70 on Amazon. Or $35 on Alibaba. https://t.co/NkeSphIA30
139,stevewoz,Join us TONIGHT for the SEASON FINALE of @CelebWatchParty at 8/7c on @FOXTV! You won’t want to miss it! #CelebrityWatchParty 🎉 https://t.co/wf1QaMKMhy
140,stevewoz,Join us TONIGHT on @CelebWatchParty at 8/7c on @FOXTV! 🎉 Be prepared to laugh! https://t.co/75PvJKYBlx
141,stevewoz,"Enjoy watching us on 
@CelebWatchParty
 TONIGHT at 8/7c on 
@FOXTV
! #CelebrityWatchParty Party popper"
142,stevewoz,Lots of fun on @CelebWatchParty TONIGHT at 8/7c on @FOXTV! #CelebrityWatchParty 🎉 https://t.co/BTxwPfkzrk
143,stevewoz,“Tune in to @CelebWatchParty TONIGHT at 8/7c on @FOXTV! #CelebrityWatchParty 🎉” Join the fun. https://t.co/thYfQIlXQh
144,stevewoz,Tune In: Join Janet and I TONIGHT on @CelebWatchParty at 8/7c on FOX! 🎉 It’s going to be fun! https://t.co/vqMvsseCHL
145,stevewoz,"See what Janet and I have to say on @CelebWatchParty at 8/7c, Thursdays on FOX! 🎉 See you there! #CelebrityWatchParty https://t.co/B053BYNfV4"
146,stevewoz,"@v_carolynv @la10man @selectedwisdom Leaders should speak in healing ways, not in military confrontation ways."
147,stevewoz,"Who's ready to join our family on @CelebWatchParty Tomorrow night? The more the better, at 8/7c on @Foxtv!"
148,stevewoz,"Top dogs and hot links, mmmmmm (@ Top Dog in Berkeley, CA) https://t.co/QakJ3PvrgU"
149,stevewoz,I made a wonderful life building hardware. Hear what it means to me on @RedHat’s #CommandLinePod w. @saronyitbarek: https://t.co/sICxRMmOYr https://t.co/K3bSL8a6bw
150,stevewoz,"Tonight is the big night. You can watch us, watching shows on our TV, at home. #CelebrityWatchParty at 8/7c on 
@Foxtv
! 🎉Looking forward to your comments. Join the party! https://t.co/78ExXwAVa1"
151,stevewoz,"“Ready to get the party started?! Join my family, in our home, on #CelebrityWatchParty TOMORROW May 7 at 8/7c on @FoxTV! See you there! https://t.co/76sakppnOl"
152,stevewoz,"Ready, set, peek in on we celebs! Join our families on @FOXTV for #CelebrityWatchParty starting May 7th at 8/7c for [mostly] clean fun! 🎉"
153,stevewoz,"Been a long time. (@ Top Dog in Berkeley, CA) https://t.co/ahgpIUKapf"
154,stevewoz,Pleasant song for these times.
155,stevewoz,"@azura_apple I can't see fully with this on, but well enough to get around. Seeing the floor is difficult without bending my head."
156,stevewoz,"@toohey_sean I have on fresh gloves, out of the box, too so shaking hands is possibly ok."
157,stevewoz,Ready for safe shopping... https://t.co/SKTGSx9wFb
158,stevewoz,"Our daughter in law made it here on a fresh green card in February or March. Whew. Based on incidence of CV-19 here, perhaps our ban should be on people leaving the country."
159,stevewoz,"[unpaid] My old business connection, David Bradford, runs a company that is perfectly positioned in this time of social distancing. FluentWorlds does Virtual Immersion for  language learning. Learn French from your Couch!  See here: 
https://t.co/ixwXZ862vp"
160,stevewoz,"We consider our car as an extension of our home. We charge at home and somedays we take short drives, with our dogs, without stops. (@ Woz Home in Los Gatos, CA) https://t.co/RboiQGWMGm"
161,stevewoz,@jdcrunchman Isolation only delays it.
162,stevewoz,"Too painfully sick today but I expect to be better tomorrow. (@ Woz Home in Los Gatos, CA) https://t.co/ab7I8aAv6u"
163,stevewoz,"Feels like a relapse of what we had in January. Hard to sleep. (@ Woz Home in Los Gatos, CA) https://t.co/RuATpPMEI9"
164,stevewoz,"Go Sharks! Go Brent Burns against the team that lost you! (@ San Jose Sharks Store - @sjsharksstore in San Jose, CA) https://t.co/tWt5wsPVOx"
165,stevewoz,@into_the_brush There is no full answer yet as to why many countries can test the masses. In Korea they have a drive-through test. It seems that CDC doesn't want to touch it's 'emergency' budget or something.
166,stevewoz,I have been through the same run-around with the CDC. I had all the right symptoms and had been in Hong Kong at the right time (returned home Jan. 4) but could never get a test. https://t.co/o7qPrShLgs
167,stevewoz,"Checking out Janet’s bad cough. Started Jan. 4. We had just returned from China and may have both been patient zero in U.S. (@ West Coast Sports Institute in Santa Clara, CA) https://t.co/MRNHqithEU"
168,stevewoz,"Back from reverse Poltz concert in Solano Beach. Maybe off to Seattle tomorrow to meet Dan Price. (@ Woz Home in Los Gatos, CA) https://t.co/1OGM02xVi2"
169,stevewoz,"When I designed the first Apple computers in the 70s, little could I imagine that 1bn people would own Apple products worldwide today. I hope to inspire real estate execs at #MIPIM, as they embark on their own digital
revolution. More on my keynote: https://t.co/HrVLaC4NT8 https://t.co/I9CZASPIOR"
170,stevewoz,"Walking Ziggy in the park, and he’s very happy to have his cone off (@ Blossom Hill Park in Los Gatos, CA) https://t.co/eJrIRpTcUD"
171,stevewoz,"Joshua Radin tonight. (@ Great American Music Hall - @gamh for Joshua Radin in San Francisco, CA) https://t.co/ebj5sSJJRb"
172,stevewoz,"We always stop at Wood Ranch down south for beef ribs! (@ Wood Ranch BBQ &amp; Grill in Stevenson Ranch, CA) https://t.co/dxNGSyFtfa"
173,stevewoz,"Have tried everything for a month to get upgraded to go. I doubt they’ll get it here but I’ll let them try. (@ Tesla Motors in Sunnyvale, CA) https://t.co/DOdwu7s922"
174,stevewoz,"Go ‘new’ Sharks! (at @SAPCenter at San Jose for @FlaPanthers @SanJoseSharks in San Jose, CA) https://t.co/WBTLfCZjo5"
175,stevewoz,"Love Aaj Kal. (@ Century Theatre - @cinemark for Love Aaj Kal in Milpitas, CA) https://t.co/4cgnccdBGI"
176,stevewoz,"Dinner with Ken. (at @Chilis Grill &amp; Bar in San Jose, CA) https://t.co/VKNIpnrFNz"
177,stevewoz,"This is a great PF Chang’s. (at @PFChangs in Atlanta, GA) https://t.co/CRhW3o9H4E"
178,stevewoz,"Been a while but we love this place. (@ Jalisco Mexican Food in Campbell, CA) https://t.co/9D8FUmK6qw"
179,stevewoz,"Working around a home network problem. (@ Woz Home in Los Gatos, CA) https://t.co/B4qMZS4mox"
180,stevewoz,"On the way home from Tahoe. More money than when we left! (@ Tesla Supercharger in Roseville, CA) https://t.co/EJVFiX6ww9"
181,stevewoz,"Love Sheila’s Salad. We share it at this stop but avocado on the side for Janet only. (@ The @Cheesecake Factory in Roseville, CA) https://t.co/KWHewJ7mMe"
182,stevewoz,"Where we discovered how incredible Siri was, a year before Apple had Siri. (@ Sage Room Steak House in South Lake Tahoe, NV) https://t.co/TB14Fdqezc"
183,stevewoz,"Driscoll burger was good but chili even better (at @MarieCallenders in San Jose, CA) https://t.co/IXAOVSO2k1"
184,stevewoz,"Janet and I recovering  room virus we got over 2 weeks ago in Asia. I doubt it’s coronavirus since we haven’t been in Mexico (Corona) (@ Woz Home in Los Gatos, CA) https://t.co/GWzzOPQE86"
185,stevewoz,"Been too long since we came here. (@ Jalisco Mexican Food in Campbell, CA) https://t.co/JSJfDALycS"
186,stevewoz,"1917. (@ CineLux Plaza Theatre for 1917 in Campbell, CA) https://t.co/f9u7BSnu0S"
187,stevewoz,"Lunch with Justin Sun for free! (He paid for lunch with Warren Buffett) (@ Mandarin Gourmet in Cupertino, CA) https://t.co/xap3BR7Aro"
188,stevewoz,"“Technology can transform the way people interact with the places they live. Smart cities, buildings &amp; mobility can deliver new services adapted to the needs of each individual. The future is indeed human.""
More about #MIPIM keynote @stevewoz: https://t.co/Iyj4tElzxk"
189,stevewoz,"Awaiting UA 358 SFO to LAX. (@ United Club in San Francisco, CA) https://t.co/lcQ4vurCq6"
190,stevewoz,"AAA couldn’t transfer a custom plate. Said computer showed our EV needed smogging. At DMV to clear it up. (@ Department of Motor Vehicles - @ca_dmv in Los Gatos, CA) https://t.co/vxW3hOEQnz"
191,stevewoz,"Recovering from serious illness caught during cruise. (@ Woz Home in Los Gatos, CA) https://t.co/0p0VpQVcn9"
192,stevewoz,"145 with all 4 dogs (@ Harris Ranch Inn &amp; Restaurant - @harrisranchca in Coalinga, CA) https://t.co/lXOapy5dou"
193,stevewoz,Our Sampan is broken and we’re out on the water. (@ In The Middle Of The Mekong Delta) https://t.co/EtpHkMv98G
194,stevewoz,Lots to see today! (@ Saigon Ho Chi Minh Cruise Port) https://t.co/o2kKQKW1VE
195,stevewoz,"@stevesi I actually did confront Jobs over this and similar articles. Jobs had let them think that we both did the 'design'. On the other hand, Jobs did have a role in productizing my designs. I was so shy that anyone who was close and understood my value was a rare friend, and Jobs was."
196,stevewoz,"I’m excited to join Proforma @ PPAI Expo® Sunday, January 12, 6:30 PM celebrating their new business management technology platform, ProVision. I’ve always said ‘wherever smart people work, doors are unlocked.' Clearly Proforma is unlocking doors to the future in their industry."
197,stevewoz,"Meal after a movie that was so bad I won’t even say what it was. (@ Red Robin Gourmet Burgers and Brews - @redrobinburgers in San Jose, CA) https://t.co/kJsbnIKHDR"
198,stevewoz,"I'm at Woz Home in Los Gatos, CA https://t.co/8g3L0sCRSR"
199,stevewoz,"Go Sharks! (at @SAPCenter at San Jose in San Jose, CA) https://t.co/CEGfMAMW2f"
200,stevewoz,@jeriellsworth Up for a Darwin award. What could go wrong?
201,stevewoz,"https://t.co/JGqCxPIKN7

Maybe something like “It’s Giving Tuesday so I donated to this organization I’ve been a part of for years and hope you will support them too.”"
202,stevewoz,Check it out! I donated to 'The 2020 USA National Counting Bee™' -  https://t.co/X4jmMhX7pc via @gofundme
203,stevewoz,"Good steak house.  Everything was great. (at @AspensElko in Elko, NV) https://t.co/zJ7a5dJZ1w"
204,stevewoz,"First supercharger today (@ Tesla Supercharger in Winnemucca, NV) https://t.co/qEvpSKyOfs"
205,stevewoz,"824, every digit binary! (@ Renaissance Reno Downtown Hotel - @renrenodowntown in Reno, NV) https://t.co/11rNCqMqSS"
206,stevewoz,"Readying for Thanksgiving. (@ Woz Home in Los Gatos, CA) https://t.co/bgXd3ToHKc"
207,stevewoz,"Ford vs. Ferrari. I’m for Ford. (@ Century 20 Oakridge &amp; XD - @cinemark in San Jose, CA) https://t.co/MfSely9j4u"
208,stevewoz,When in Denmark East at foreign restaurant!  My favorite fast food burger is Whopper. (at @BurgerKing in Copenhagen) https://t.co/uxN37mjVNG
