,User,Tweet
34,TheEllenShow,Happy birthday @ItsJoJoSiwa. You know I think you’re the coolest❤️ https://t.co/75XzSfLfGK
35,TheEllenShow,Took a spin around the Warner Bros lot with my friend @MichelleObama today. https://t.co/4WXQDLN63Y
36,TheEllenShow,.@LukeBryan was a red-carpet correspondent for me at the CMAs. https://t.co/AX9uvdt8Ww
37,TheEllenShow,Some Season 9 memories with 9 days left until the show’s over. https://t.co/S4jrQJyWVO
38,TheEllenShow,These have been some of the most hilarious moments on the show. https://t.co/ZTLXEcbsoL
39,TheEllenShow,".@Diddy talked to me about daughters, dating, and diving. https://t.co/GsFOfPZKiV"
40,TheEllenShow,"Thank you for this honor Mayor Jess Talamantes. I remember when my idol, Johnny Carson, received a similar honor from the city in 1980. Feeling grateful and humbled.❤️ https://t.co/SYP6X1B169"
41,TheEllenShow,Finally — the truth about @Diddy’s name. https://t.co/6HyE91QcFm
42,TheEllenShow,.@JohnLegend and @ChrissyTeigen surprised me to say goodbye today❤️ https://t.co/8Fxszv5dWj
43,TheEllenShow,This is the story behind my friendship with @JTimberlake. https://t.co/mLbShu9F9I
44,TheEllenShow,"Thank you for this beautiful song, @KeithUrban. https://t.co/1qZl3AeRsZ"
45,TheEllenShow,"My friends left me some goodbye messages and… well, just see for yourself. @kevinhart4real @davidspade @chelseahandler https://t.co/w6alBzLQ3m"
46,TheEllenShow,My what fun we’ve had… 10 days left until the series finale. Here are some highlights from Season 10. https://t.co/v62CK9aF3v
47,TheEllenShow,.@JTimberlake turned the tables in this round of #BurningQuestions🔥 https://t.co/FZnodMvzmj
48,TheEllenShow,"#AllAmerican’s @Greta_Onieogou and @SamanthaLogan play a hilarious game of Heads Up! You’re On! for charity, and now you can play, too. To play: Start a video call, tap the smiley face, tap on ‘Group Effects,’ and you’ll see the Heads Up! ‘Group Effect’ at the top of the tray. https://t.co/zZ65AXHcBu"
49,TheEllenShow,.@Cheerios has been an amazing partner. Thank you. https://t.co/Ouxrs0Xkdk
50,TheEllenShow,"Today we surprised Kendra and her son with her husband Peter, who has been deployed overseas. https://t.co/3sfSoCEBKC"
51,TheEllenShow,"Thank you for this, Kate McKinnon. https://t.co/bfA74xKN5l"
52,TheEllenShow,"Tomorrow, Kate McKinnon is here. https://t.co/ULvwCp69RF"
53,TheEllenShow,"I don’t think you can get more adorable than this. Happy birthday, Xander! https://t.co/7jhlSSUvUJ"
54,TheEllenShow,Today got me. https://t.co/aHeVmcQ1ed
55,TheEllenShow,Only @KymDouglas would bring me just-add-water underwear. https://t.co/o43OzaKoH2
56,TheEllenShow,THIS SATURDAY - May 14. Find your closest rally #BansOffOurBodies. Nationwide. Pass it on! https://t.co/lSb3XCRDiS https://t.co/iyD6w6xRI6
57,TheEllenShow,If you saw @SethMeyers riding around NYC on a children’s scooter… No you didn’t. https://t.co/fvm1E8HAgH
58,TheEllenShow,I loved talking to Sophia Grace and Rosie today. https://t.co/zb2UFsrckg
59,TheEllenShow,"Thank you for this cheer, @RebelWilson?😊 https://t.co/kuPYGVMaE3"
60,TheEllenShow,The Summer BEKIND. Subscription is here! All the brands inside are making the world a better place. You can get yours at https://t.co/z15yzJj3yU https://t.co/UGpEu3LVak
61,TheEllenShow,I never thought I'd see the day… back performing #SuperBass one last time - it's Sophia Grace and Rosie. @SophiaGrace @PrincessRGM https://t.co/YyhvRGklEA
62,TheEllenShow,TOMORROW. @SophiaGrace @PrincessRGM https://t.co/rKo9LMOc8h
63,TheEllenShow,I decided to auction off some things from the show. https://t.co/KwVFX9RRIr
64,TheEllenShow,.@ZacEfron and I took a trip down memory lane today. https://t.co/OsfI6taOIq
65,TheEllenShow,On today’s menu: @KimKardashian and @ColdStone Creamery! #ThanksSponsor https://t.co/V4rjyyin93
66,TheEllenShow,Is @ZacEfron ready to be a dad? https://t.co/m5r0a4jcLf
67,TheEllenShow,This Thursday! They’re Back! @SophiaGrace @PrincessRGM https://t.co/DadXExBVgO
68,TheEllenShow,My friend @SteveSpangler is testing the limits of my insurance policy one last time. https://t.co/CMlXbAc1el
69,TheEllenShow,"Thank you for this beautiful song, Ellie Kemper. https://t.co/uHfpMqhi1g"
70,TheEllenShow,The Amazing Emeka is back for the last time.❤️ https://t.co/azS8Y7Ke4t
71,TheEllenShow,Thank you to everyone who is celebrating my final season with me.❤️ https://t.co/3pHMxpTdZN
72,TheEllenShow,.@Diane_Keaton loved working with @JustinBieber. https://t.co/D5AdIZWtH0
73,TheEllenShow,"I love watching #LoveisBlind's @Need4LSpeed and @CamRHamilton playing Heads Up! On @messenger, and now you can play too - To play: Start a video call, tap the smiley face, tap on Group Effects, and you'll see the Heads Up! Group Effect at the top of the tray. https://t.co/foc2gfn8D4"
74,TheEllenShow,I’ve gotten to do so many fun things on the show over the years… like singing #SinceUBeenGone in a bathroom with @KellyClarkson. https://t.co/XDwsFyQq08
75,TheEllenShow,.@Diane_Keaton doesn’t remember her most memorable moments on the show. https://t.co/4zO6X6OVre
76,TheEllenShow,#HappyMothersDay to all the mamas out there. Forever in awe of all that you do.❤️
77,TheEllenShow,This was a ride from start to finish. #CynthiaErivo @TiffanyHaddish https://t.co/BR8uCXfaz5
78,TheEllenShow,#FBF to shopping for a new hairdo. https://t.co/mUCHKBWOTe
79,TheEllenShow,May 12th. Sophia Grace &amp; Rosie are back! @SophiaGrace @PrincessRGM https://t.co/y612zjX25e
80,TheEllenShow,"I love you, Nurse Zully. Happy #NationalNursesDay https://t.co/thh51I3C3I"
81,TheEllenShow,"Protecting nature can address climate change, preserve wildlife, and provide jobs for indigenous communities around the world. I‘m proud to invest in @dsaezgil and @PachamaInc, a technology company on a mission to solve climate change. To learn more visit: https://t.co/3KNm1ltHmD https://t.co/gBdFU401FE"
82,TheEllenShow,Cynthia Erivo is just a little excited about playing Elphaba in the upcoming. #Wicked movie. @TiffanyHaddish https://t.co/ifh38naKU7
83,TheEllenShow,#LittleEllen is a book! Available now everywhere books are sold. @randomhousekids https://t.co/tAUNeJGPRa https://t.co/toa6ydSE9B
84,TheEllenShow,Happy birthday @Adele. Save me some wheatgrass. https://t.co/MwyhjUBFnT
85,TheEllenShow,Here we go! It’s our last #MothersDay show. Enter to win everything we gave away here: https://t.co/UgJKVKv5l2 #thankssponsor https://t.co/WPGt687nfc
86,TheEllenShow,.@AdamLevine surprising his wife @BeePrinsloo was the sweetest #MothersDay surprise. https://t.co/i1KTzIuigL
87,TheEllenShow,.@Official_tWitch and his son Maddox used the new @Amazon Glow to connect with Allison while she was traveling. @Amazon Glow is a great way to make loved ones feel like they’re in the same room. And it's on sale for a limited time! #thankssponsor https://t.co/GbcQLCdrYN
88,TheEllenShow,Imagine being serenaded by @JTimberlake for your birthday. @JessicaBiel doesn’t have to. https://t.co/jSs8lf0BDi
89,TheEllenShow,.@DoveCameron with #Boyfriend https://t.co/Gs9QTaJJHq
90,TheEllenShow,.@JayShetty offered great advice for anyone going through a huge change right now.🙋‍♀️ https://t.co/bhEz30rhtZ
91,TheEllenShow,I ❤️ firefighters and they deserve more than just a day. Happy #FirefightersDay https://t.co/C9CXFZaqL2
92,TheEllenShow,Happy Star Wars Day! I hope you saber it. #MayThe4thBeWithYou
93,TheEllenShow,"I couldn’t end the season without taking a look back at one of our most memorable guests, Lisa Jarmon.❤️ https://t.co/ncXBhKyqZg"
94,TheEllenShow,The final month of shows is here❤️ https://t.co/Hb32yoN7V7
95,TheEllenShow,Surprising teacher Michael Bonner with a brand-new Ford #F150Lightning was the perfect way to celebrate #TeacherAppreciationWeek! #ThanksSponsor https://t.co/78TAACUOpA
96,TheEllenShow,Thinking of all of you that are celebrating this Sunday for the first time❤️ #mothersday https://t.co/istLpccRa1
97,TheEllenShow,A look back at @PortiadeRossi’s visits to my show.❤️ https://t.co/D2KhUOmkyu
98,TheEllenShow,"It's here! A picture book starring #LittleEllen, available now from @randomhousekids wherever books are sold: https://t.co/sOfSGyuMir https://t.co/DVWh9NOY0e"
99,TheEllenShow,I’m so glad @PortiadeRossi could share this important story about her coming out to her grandmother. https://t.co/ZOMYBDottx
100,TheEllenShow,Happy birthday to this wonderful human. #elliekemper https://t.co/4ZrWv1ineT
101,TheEllenShow,"What’s more fun than watching @VanessaLachey and @NickLachey playing Head’s Up! on @Messenger? YOU playing Head’s Up! on Messenger
To play on Instagram: start a video call, tap the smiley face, tap on Group Effects, and you’ll see the Heads Up! Group Effect at the top of the tray https://t.co/mF7LcM6iGB"
102,TheEllenShow,I love the advice all of these amazing moms had to give. https://t.co/h1gX9KEooX
103,TheEllenShow,Rae Wellness is my go-to way to destress. You can destress too and get 25% off at https://t.co/IwPcVgeALj with code ELLEN https://t.co/UFmUueqjSA
104,TheEllenShow,"Happy 50th birthday, Dwayne. You are rock-solid. @TheRock https://t.co/ZkIhkqhLjC"
105,TheEllenShow,.@SerenaWilliams didn’t tell her daughter’s tennis coach who she was. https://t.co/kwmn5Y1v6W
106,TheEllenShow,.@VanessaLachey was not a fan of her husband’s boy band back in its heyday. @NickLachey https://t.co/fnoDJbo1t5
107,TheEllenShow,.@SterlingKBrown’s proposal didn’t go exactly how he’d hoped. https://t.co/iRJ3Tk5siq
108,TheEllenShow,Today we taped the final episode of The Ellen Show which airs on May 26th. https://t.co/akuukE3fw8
109,TheEllenShow,I wanted to share this moment I had with my audience after watching a piece about my coming out episode. https://t.co/wtC0YNMnPR
110,TheEllenShow,25 years ago today I came out on my sitcom. I wish I could've seen this then. https://t.co/amhOgw0zix
111,TheEllenShow,25 years ago today I came out to the world on an episode of my sitcom. https://t.co/kV8iPihjHG
112,TheEllenShow,".@PortugalTheMan delivered an incredible performance of 'What, Me Worry?' https://t.co/6hR6tOhjFW"
113,TheEllenShow,"l ❤️ Vegas. I ❤️ Vegas even more with Andy, tWitch, Claudia, and Matt. @MGMRewards https://t.co/IcsjdQEJoY"
114,TheEllenShow,.@RobLowe was surprised at how badly his family did on #FamilyFeud https://t.co/6rTsaD6U8T
115,TheEllenShow,Happy Administrative Professionals Day. All admin professionals deserve a visit from @ChrisHemsworth. https://t.co/0gQ0t1qcEp
116,TheEllenShow,Lots of feels today with @Bethenny. https://t.co/KBR7DQWApy
117,TheEllenShow,.@DwyaneWade told me a little bit about retirement. https://t.co/7KARonBYPV
118,TheEllenShow,All season long my friends at @TisBest have been helping me celebrate incredible people who are giving back. These are just some of the most memorable moments we’ve been able to create together this year. #ThanksSponsor https://t.co/24iXgFsSgp
119,TheEllenShow,This is why @RobinRoberts almost declined an interview with @BarackObama in 2012. https://t.co/3tAUz8AUf7
120,TheEllenShow,.@JabariBanx was a Six Flags Bugs Bunny for one day. Look at him now. https://t.co/rjHt7fiPQ5
121,TheEllenShow,"Happy birthday, @MachineGunKelly. This Dory remix is, as the kids say, dope. https://t.co/XXExHOPppT"
122,TheEllenShow,Happy #EarthDay to one of my all-time favorite planets. 10 out of 10. Would highly recommend.
123,TheEllenShow,Magician @SimonPierro understood the assignment. @MarioLopezViva https://t.co/QMAOoH6gqV
124,TheEllenShow,#TBT to this #EpicorFail LIVE https://t.co/iXp4J0BxOc
125,TheEllenShow,"This is the view from my office on the WB lot. Hummingbirds have always been important to me, so this felt like a sign. It’s like, with one month left of the show, nature is reminding me that there are always new beginnings around the corner, or right outside your window. https://t.co/ISCeqeyTYv"
126,TheEllenShow,.@TylerJCameron3 skipped his friend’s wedding to appear in @kimKardashian’s #SNL episode. @MarioLopezViva https://t.co/vt9CfTvYsF
127,TheEllenShow,"I was nominated for a #Webby!❤️ The polls close tomorrow, so vote here: https://t.co/ZUL76RpI7C"
128,TheEllenShow,"Happy #EarthDay Show, earthlings🌎 Go to https://t.co/APojFeehjF for your chance to win everything we gave away. https://t.co/lUG8IIPEAq https://t.co/bkhXPJDXh8"
129,TheEllenShow,I love the relationship @AmySchumer has with her husband. https://t.co/1KdNi7hLXl
130,TheEllenShow,Happy 4/20 https://t.co/qXX2aOZskj
131,TheEllenShow,"When @MichelleObama cries, I cry. https://t.co/R7WVezhRUj"
132,TheEllenShow,It’s been 10 years since my push-up contest with @MichelleObama. Thank you for all the great memories my friend. https://t.co/3mWXnhorz4
133,TheEllenShow,Happy birthday Kate Hudson. Keep keepin’ it real. #BurningQuestions https://t.co/whuXbINsX9
134,TheEllenShow,.@MichelleObama has been a wonderful friend to the show and a wonderful friend to me.❤️ https://t.co/WqcmGgMrPM
135,TheEllenShow,This is what you call skill. @KaitlynDever https://t.co/ugnXVDlGj9
136,TheEllenShow,I’ve been looking for some new hobbies and @MichelleObama was nice enough to help me try one out. Here’s what happened. https://t.co/8TwRpWydxf
137,TheEllenShow,Kradle is helping dogs transition into their forever homes. This is so important to me. ❤️ https://t.co/ViQYMCn32J
138,TheEllenShow,.@AnthonyAnderson was on a mission. It included hitching a ride with a stranger. https://t.co/gzjvAi0hOm
139,TheEllenShow,"Happy birthday, @SophiaGrace. I love this adorable moment so much. I can’t wait to see you on the show next month. https://t.co/JgiqHcXy8J"
140,TheEllenShow,We have given away over 45 Chevy vehicles over the past 19 seasons. #ThanksSponsor https://t.co/vUmChsMACM
141,TheEllenShow,"Michael used to work at Warner Brothers and greet all the guests that came to the show. He is such a bright light, and when we heard his brand-new car had been stolen, we knew just the thing to turn his week around. #ThanksSponsor https://t.co/Ke1Wp9A42Y"
142,TheEllenShow,Happy #TaxDay. Here’s the time I called H&amp;R Block with some questions. https://t.co/kOCUio2rz7
143,TheEllenShow,I could make animal noises with Jennifer Garner all day. Happy birthday❤️ https://t.co/GGGUnWYAs4
144,TheEllenShow,"I hid a bunch of Easter eggs all around the house for Portia to find. They’re not real eggs, they’re hints about upcoming Taylor Swift albums. #HappyEaster"
145,TheEllenShow,.@christinaperri's live performance of #evergone is beautiful. https://t.co/kKuEGjO8ZZ
146,TheEllenShow,Jasmine went viral on TikTok for sharing the rules she has in place for her wedding. @mariolopezviva https://t.co/wv3N5AVTuc
147,TheEllenShow,This is how @ChrissyMetz feels about #ThisIsUs coming to an end. https://t.co/3ICXTmKBkT
148,TheEllenShow,"This just in! There's one more chance to get a pair of tickets to my final week of taping. Sign up for my newsletter, then keep an eye on your inbox this Saturday morning to find out how you can enter to win a VIP trip! https://t.co/pjFDYuqIvb"
149,TheEllenShow,.@TiffanyHaddish is proud of her mugshot. https://t.co/9mRfHAHpna
150,TheEllenShow,".@JoeManganiello didn’t choose his dog, his dog chose him. https://t.co/5UL1Dmqe8W"
151,TheEllenShow,"I remember coming out as gay on the cover of @TIME magazine 25 years ago today. I don’t, however, remember saying ‘Yep.’ https://t.co/LT9Z7Ucc4g"
152,TheEllenShow,.@KimKardashian told me about co-parenting her kids. https://t.co/tXg03vFXQN
153,TheEllenShow,There’s nothing quite like a reality check from Elton John. @CharliePuth https://t.co/UCrezt3MBC
154,TheEllenShow,It’s too easy. @KimKardashian🕷 https://t.co/mUelLRn07F
155,TheEllenShow,Thank you for this performance of #NextToNormal @ILoveLucius https://t.co/qzmivM5c5I
156,TheEllenShow,The Spring #BEKIND Box is here! It is full of brands that are making a difference in the world. Get yours here: https://t.co/z15yzJj3yU https://t.co/E0g9zMQRUn
157,TheEllenShow,"FYI @Letterman, today is your birthday. Happy birthday❤"
158,TheEllenShow,Some final questions for @MarkWahlberg. https://t.co/hYOZp9ZfMD
159,TheEllenShow,"It's here! A picture book starring #LittleEllen, available for presale now from @randomhousekids: https://t.co/sOfSGyuMir https://t.co/5d0DTYjAXk"
160,TheEllenShow,There was a lot of name dropping in this round of #5SecondRule @TraceeEllisRoss https://t.co/NNJqxuC6UG
161,TheEllenShow,This is so exciting. I’ve been nominated for a Webby and you can vote here: https://t.co/YpR135s9iI❤️ @TheWebbyAwards
162,TheEllenShow,"Thanks for the laughs over the years, @MelissaMcCarthy. But seriously. https://t.co/TbDH8ZFcZe"
163,TheEllenShow,Ending a TV show is a bittersweet feeling that @TraceeEllisRoss can relate to. https://t.co/A9vFJZF50T
164,TheEllenShow,"If you’re as lucky as I am, #NationalPetDay is everyday❤️ https://t.co/pWyW3b49ML"
165,TheEllenShow,Happy #NationalSiblingsDay to you @vancedegeneres. I love you. https://t.co/1kNi8tgT1F
166,TheEllenShow,Do you want to come to my final week of taping? I’m going to choose one person from my community crew to come see the show with a friend. We’ll take care of your airfare and hotel! To enter: retweet this and text 🎉 to my community # 310-455-8858. https://t.co/oGRY5ZwioJ
167,TheEllenShow,This has been the job of a lifetime. https://t.co/4h5u697Fyv
168,TheEllenShow,"You can watch it in a box, you can watch it with a fox. Season 2 of my animated series #GreenEggsandHam is streaming on @Netflix starting April 8. https://t.co/yLqzxwPZR3"
169,TheEllenShow,Remember Blockbuster? Lena Waithe worked there once. @Kandi https://t.co/XGe6KozPe8
170,TheEllenShow,"Over 80 million people globally have been forced to leave their homes due to conflict, violence, persecution, or human rights violations. We must #StandUpForUkraine and for refugees around the world to ensure that they get the support that they need now: https://t.co/oQW2PhcuSb https://t.co/DhaMCNxmQa"
171,TheEllenShow,.@AliciaKeys performing #CityofGods 🔥🔥🔥 https://t.co/1Jmbw41I7U
172,TheEllenShow,Blake Vogt just blew my mind with this magic trick. https://t.co/ZaUiLt8F4T
173,TheEllenShow,I love when @iamwandasykes is here. https://t.co/e5qrXnqm9t
174,TheEllenShow,The Voice 🤝 Burning Questions @GwenStefani https://t.co/HEuNdESqUO
175,TheEllenShow,"With the show coming to an end in less than 2 months, @BreneBrown gave great advice about going through a big change. https://t.co/3CQsohmOo0"
176,TheEllenShow,.@GwenStefani and @BlakeShelton’s first year of marriage has been filled with hoes. https://t.co/9hDUByH8Ur
177,TheEllenShow,"The 30 Birds Foundation is protecting the future of a group of Afghan schoolgirls who have been evacuated from Taliban-controlled Afghanistan. If you are able to help them reach their goal, you can do so here: https://t.co/rukZb5wWOv https://t.co/uvK1qbxePx"
178,TheEllenShow,“I love Jesus but I drink a little.” - Gladys https://t.co/H6SKCPalfx
179,TheEllenShow,.@KrisJenner thinks people will be shocked by the new Kardashians show. https://t.co/Nxk5uLBhqQ
180,TheEllenShow,These are the qualities @KrisJenner wants in a son-in-law. #5SecondRule https://t.co/n1CJnw0neE
181,TheEllenShow,"Refugees in Ukraine and around the world need our help now. Join us and @glblctzn as we #StandUpforUkraine and those displaced all around the world this Friday, April 8. https://t.co/JLJh8JzJGH https://t.co/71V3CD6DLv"
182,TheEllenShow,I can’t believe Andy fooled me. https://t.co/IMpfKgu56h
183,TheEllenShow,This makes me laugh every single time. https://t.co/p1Uz3SKSNF
184,TheEllenShow,I love when @SarahKSilverman is here. https://t.co/UMTKUg6B3t
185,TheEllenShow,Happy #TagDay! We’ve been staying way ahead of this over at the show… https://t.co/Tuk95Z4nSx
186,TheEllenShow,"My friend @BenergyEAC was diagnosed with Autism when he was 2 years old. Please join us today in celebrating #WorldAutismDay. For more information, or if you would like to donate, you can do so here: https://t.co/BBHjgy0a1l"
187,TheEllenShow,"Thank you for everything you’ve done, @BillieJeanKing. https://t.co/xqOU7963AD"
188,TheEllenShow,.@AliciaKeys and @BrandiCarlile deliver an incredible performance of #ABeautifulNoise. https://t.co/TDWpjoe2hg
189,TheEllenShow,.@AliciaKeys has to remind her kids that she’s a cool mom. @brandicarlile https://t.co/F96QJ0ePCA
190,TheEllenShow,Listen up. @BreneBrown is giving advice. https://t.co/tWtQXFSFaD
191,TheEllenShow,.@Sydney_Sweeney’s grandparents were not prepared for her role in #Euphoria https://t.co/VJPkYtoNHh
192,TheEllenShow,"Trans people deserve love and protection, and to exist peacefully and joyfully as exactly who they are. We love you and we see you. #TransDayOfVisibility"
193,TheEllenShow,Have you guys seen #TheAdamProject yet? https://t.co/7UnTLylQAW
194,TheEllenShow,.@LauraDern had to quarantine with Sam Neill and Jeff Goldblum when they shot the new #JurassicWorld. @TwoPaddocks https://t.co/YuS03OJA0j
195,TheEllenShow,Thank you Disney for taking a stance in support of love and LGBTQIA rights. https://t.co/kj2RzfcO4e
196,TheEllenShow,.@iamWandaSykes was here today and shared some thoughts about #Oscar night. https://t.co/i5tj8sYbIB
197,TheEllenShow,.@RondaRousey returned to the #WWE just FOUR months after giving birth. https://t.co/7wuy2flXAm
198,TheEllenShow,.@BlueManGroup is a lot of things —boring is not one of them https://t.co/gQj5LWcEWY
199,TheEllenShow,.@LisaKudrow revealed who of the #Friends cast is most likely to send an inappropriate meme. https://t.co/P9wQKd2Jhu
200,TheEllenShow,"Happy birthday, Laaaaaaaaaadaaayy. @LadyGaga https://t.co/5D5KYG8YSR"
201,TheEllenShow,My friend @Letterman gave me some advice. https://t.co/G3LB1MJrUj
202,TheEllenShow,Congratulations on a tough job well-done @AmySchumer @MoreReginaHall @IamWandaSykes! You were all fantastic. #TheOscars
203,TheEllenShow,Thank you @Jes_Chastain for using your platform to deliver such a beautiful speech about such an important topic.❤️ https://t.co/dblj9m87C5
204,TheEllenShow,"Taylor Hawkins was an extremely kind and talented person. Sending so much love to his family, the band, and his fans. Getting to watch how much he loved performing was unforgettable."
205,TheEllenShow,.@ChloeKim’s dog is a celebrity in her own right. https://t.co/Fg2i2OHiwR
206,TheEllenShow,.@SamuelLJackson thinks @KenanThompson got him banned from #SNL @Lesdoggg https://t.co/tYPVsVDVoA
207,TheEllenShow,It’s my last-ever Mother’s Day Show! If you’re a first time mom you can enter for a chance to be in the audience here https://t.co/NZlFVJ5eMM
208,TheEllenShow,.@AmySchumer talks about getting ready to host #TheOscars https://t.co/XOX2X7Hc9X
209,TheEllenShow,#TBT to that time my staff and I went to a #MagicMike show with @ChanningTatum. https://t.co/szPNwT0KAO
210,TheEllenShow,I was not expecting this. @AmySchumer https://t.co/GiRMmGf9zf
211,TheEllenShow,I think you’re perfect just the way you are @ChanningTatum. https://t.co/8N5YmZG0mY
212,TheEllenShow,There's no such thing as too much @MarioLopezViva. https://t.co/PlEf2cpaJ5
213,TheEllenShow,I ❤️ New Jersey. https://t.co/0kxzEqyihO
214,TheEllenShow,"Band teacher Darrell Watson was on my show for the first time 15 years ago, and now he’s back for one last surprise. CEO @BrianScudamore decided to do an amazing thing for his school. #ThanksSponsor https://t.co/Z0SE0aH3o6"
215,TheEllenShow,Happy #NationalPuppyDay. What better way to celebrate than by adopting a new pet? https://t.co/LoUbO9drHl
216,TheEllenShow,.@MarioLopezViva reminded my #AllIn co-host and I about the time he and I kissed… https://t.co/Vu3qf7btMD
217,TheEllenShow,.@Kiesza has been extremely brave in the face of her traumatic brain injury. https://t.co/cCgveJbYRP
218,TheEllenShow,How well do I really know @TedDanson? #TwoLiesAndaTruth https://t.co/vIBm3lsbFB
219,TheEllenShow,"Happy birthday, @ReeseW❤️ https://t.co/ZSTU9KwG15"
220,TheEllenShow,.@IamAngelaBassett thinks the #BlackPanther sequel will ‘top’ the first one. https://t.co/4P0LPm973y
221,TheEllenShow,My cubicle monologue. https://t.co/3rUCmUmWpq
222,TheEllenShow,Portia and I decided to do our spring-cleaning today. I had absolutely no idea how many springs we had.
223,TheEllenShow,Do you remember Patrick pulling off an epic proposal thanks to @Official_tWitch? Now he and his wife are back and they’re expecting a baby. https://t.co/pvlRNymwSW
224,TheEllenShow,.@Official_tWitch sat down with Tyler James Williams who talked about why his role on #AbbottElementary is so important. https://t.co/8WJf2p8enR
225,TheEllenShow,Happy birthday @AdamLevine! You are the sweetest❤️ https://t.co/8mfqtAchYs
226,TheEllenShow,"Happy St. Patrick’s Day! I love how much St. Patrick’s Day and being gay have common — rainbows, cable-knit sweaters, parades…"
227,TheEllenShow,.@KimKardashian talked to me about co-parenting. https://t.co/bFd7jXYEQf
228,TheEllenShow,.@KimKardashian and Pete are Instagram official. And it’s a good thing because that brand of her name is not coming off. https://t.co/d0h71U0bPa
229,TheEllenShow,My final episode airs on May 26. I’m going to miss this. https://t.co/A9tJNuyi93
230,TheEllenShow,"Incredible. CEO @BChesky and @Airbnb have been providing housing and funds to refugees fleeing Ukraine. Brian and co-founders, Joe, Nathan &amp; his wife Elizabeth are matching up to $10 million in donations for those in need. You can help support here: https://t.co/DHqWwRAFD7 https://t.co/x9dypcYWsJ"
