,User,Tweet
51,katyperry,Yeah but tell her I said hiii! ♥️ #AmericanIdol https://t.co/C3Kx8LQM49
52,katyperry,vote for your #americanidol! https://t.co/sxx24zIgor
53,katyperry,"And the Oscar for the Most Idiotic goes to… 🙃🐦

But tbh you haven’t seen REAL drama until America gets to vote✔️😯

#americanidol starts now (and so do the polls)🗳 https://t.co/098099nvFy"
54,katyperry,🧡ORANGE🧡 you glad it’s now YOUR turn to vote? #americanidol is on tonight and it’s the first half of the top 24 from @DisneyAulani in hawaii 🌺🤙🏼 https://t.co/7yy9UaPrZr
55,katyperry,"We've all seen the horror unfold in Ukraine, so we know how desperately they need help, and this is the time for all of us - but most especially our leaders - to #StandUpForUkraine. Support the refugees! https://t.co/35fGiZR5t6 @GlblCtzn https://t.co/0W8N1gAoCI"
56,katyperry,She sells seashell (shoes) by the seashore… on shoesday 🤸🏻‍♀️🐚 @kpcollections https://t.co/SFep1vPth1
57,katyperry,VOTE UR FAV (contestant AND my Disney night costume) PLEASE N THANKS #AmericanIdol https://t.co/5t04WR6e08
58,katyperry,the last ep where @lukebryan @LionelRichie and I are in control 🥲 west coast it’s ur turn to watch #americanidol sorry for all the emotions (jk no we’re not) https://t.co/PLouRdCx05
59,katyperry,This is the face of someone being SHOWSTOPPED 😵‍💫 r you watching #americanidol?!i https://t.co/gWMgxYcR1O
60,katyperry,WELL IT IS SO TUNE IN TONIGHT 🤪 #americanidol https://t.co/nhdqyz81N9
61,katyperry,the final judgement of the platinum season of #americanidol… it all sounds kinda dramatique no? 🎭 https://t.co/JPTV3hBNO5
62,katyperry,me #hollywoodweek mewd 🥴😄🤗😒 which slide is yours⁉️#americanidol is on rn okkkkkk https://t.co/cpA1QrVgYP
63,katyperry,lighten up! it’s still ✨Hollywood Week!✨ which means it’s time for duets n DRAMAARAMAA🍿 tune in to #americanidol tonight! 😈 https://t.co/uYHJSb9LQ2
64,katyperry,"Went back to my Tennessee roots to do #WhereWeStarted with my friend @ThomasRhett ♥️🌱 Our little duet (which is also the title track to his new album) is out now! 🤗
https://t.co/iB8YCMF7XP https://t.co/bogTUDNC3T"
65,katyperry,Sitting on top of the world - literally as 100% owner and CEO of @kpcollections and figuratively on these magnificent new Spring platforms. Go to https://t.co/F1qKGOllSl to shop the lewk 💁🏻‍♀️ https://t.co/Gn0x7HvHAe
66,katyperry,"family, my ass #AmericanIdol https://t.co/rlPeHNzzXL"
67,katyperry,ima get ur heart racing in my skin-tight jeans on #americanidol tonight 👀 tune in now for a RIPPING good time 🤪 https://t.co/gw3bav78Rs
68,katyperry,"Don’t let the Monday blues get you down, #americanidol is on tonight and it’s #hollywoodweek babes 🐆🧡 https://t.co/k2KEDl9gKE"
69,katyperry,some highlights and some weird-lights on tonight’s special #americanidol on now! 🤩 https://t.co/PNYIN5UY1n
70,katyperry,"throwback to 12 years ago?! omg 😱 I had no f-in clue what I was doing 🥴
📸: Michael Buckner / Getty Entertainment

@AmericanIdol tonight! https://t.co/bnrH4Jt7cI"
71,katyperry,get ur ✨glam✨ ready cause it’s what everyone looks forward to… #AMERICANIDOL SUNDAY… jk but we really do have a surprise special bonus ep coming after the Oscar’s at 8:30PT / 11:30ET 🤩 https://t.co/1SDmoZEwRx
72,katyperry,24 hrs left! 🎲 https://t.co/n20v4lUmib
73,katyperry,"may or may not have almost gotten punched by a crew member 🥊 long hours get us crazy y’all. west coast, tune in to @americanidol TONIGHT to see how it all went down 😬 https://t.co/De7jy3Abol"
74,katyperry,"just watch to find out (we swear this show is about music) 

east coast, #americanidol is on NOW! https://t.co/W1oFeYib7C"
75,katyperry,Tune in if u wanna see MORE auditions and MORE fat rolls 👀 (I say this with all the ❤️ @lukebryan don’t come @ me Luke stans) #americanidol https://t.co/cfepdSKiSy
76,katyperry,omg another episode of #AMERICANIDOL is on TONIGHT!! https://t.co/CLndLw0tgS
77,katyperry,um ur so talented 😍 https://t.co/Iv1jk0IMWB
78,katyperry,"From the artist who brought you “Queso: The Remix,” comes the follow-up smash “oOo (Ahh)” #streamonallplatforms hinnyyyy #americanidol https://t.co/zjTqjEBH8m"
79,katyperry,This is nothing compared to the loop Orlando gets 💁🏻‍♀️ #americanidol https://t.co/y9Ypn9072B
80,katyperry,vom town https://t.co/xFQ9JSQ5bf
81,katyperry,🎶 “WE’LL BE YOUNG FOREVER”🎶 ammirite @AmericanIdol 😬 watch now to find the fountain of yewth 💧 https://t.co/JQbFZdikVk
82,katyperry,an edit for your @americanidol wallpapers your welcome (ITS ON TONIGHT Y’ALL) https://t.co/lftcGJeq7s
83,katyperry,You worked that stage Tina Turner style https://t.co/byARMkrrLu
84,katyperry,"A little 👀 into the choreographed dance happening behind the curtain 💪🏼 It takes a village to #PLAY 🎀 🚽 🍄 🗑 ✨ 🌈

https://t.co/DYEgpcWhrp"
85,katyperry,anyone else wtf https://t.co/XhBZOa40IM
86,katyperry,WHAT YOU WANT… is to tune in to @americanidol right now! 📺 https://t.co/gTwFNs9keB
87,katyperry,"WEST COAST, don’t leave me watching all alone… ❤️‍🩹 #AmericanIdol https://t.co/YtfaPqfMZ5"
88,katyperry,What is happening? Tune in to @AmericanIdol on @ABCNetwork now and find out! 😳⚰️🪦 https://t.co/h3fJi2kVTw
89,katyperry,"Come 🐆SPOT🐆 the talent with me, @lukebryan and @lionelrichie on @americanidol tonight at 8/7c✨ https://t.co/q9Dhh2XJHq"
90,katyperry,"How one 💭“what if”💭 turned into #PLAY 🍄♥️

https://t.co/mqOX8IRWNb"
91,katyperry,I love this and u https://t.co/bV8rbEoj3A
92,katyperry,mood. good night. #americanidol https://t.co/K2Z4gGYDWL
93,katyperry,"FOR THE OFFICIAL RECORD ☝🏻
• it is AWE not UP
• it is FIREWORK not FIREWORKSSS
Look ⬇️ for proof
Then tune into @americanidol RIGHT NOW west coast!! 🎆🎇 https://t.co/pRaICXAz3M"
94,katyperry,"She’s beauty, she’s grace, and now she’s tryna tell me what to do 🙅🏻‍♀️👑 @americanidol starts now! https://t.co/56SaMDvvoF"
95,katyperry,Will we crown a Miss American Idol? Do we send Human Melatonin to Hollywood? 😐 Do we say f*ck the calories to some queso in Austin? 🧀 Find out tonight on @AmericanIdol at 8/7c on @ABCNetwork 📺 https://t.co/DnXaLp0FUA
96,katyperry,GUESS WHAT?! You’ve got ✌🏼more weeks to #PLAYwithDeSoi and try to win tickets to see me in Vegas at @ResortsWorldLV ! And if you’re already in Vegas… you can order ur glass of @drinkdesoi at the theatre bar when you come to the show! 😘🍄🍷 https://t.co/TqMJbZU6ev
97,katyperry,"This is the Justice for Roulette drop, go to https://t.co/prMi6m4E0s to pre-fund now for tomorrow’s release at 1p PT 🎲 🍄 https://t.co/CqiLhAPC95"
98,katyperry,"HEY SIN CITY IM BACK TO #PLAY!!! 🤸🏻‍♀️🍄 take a look back at the road to Vegas as I head back to @ResortsWorldLV!

https://t.co/dxh7qwqwSd"
99,katyperry,season 20 amirite? west coast it’s ur turn to ugly cry some snot bubbles be prepared 😪 #americanidol https://t.co/dLQ0Nn6b3r
100,katyperry,"idol szn is fashun szn here we go tune in now east coast‼️‼️ and im gonna go live on FB after the ep around 10p ET to talk about the fashion, tears, and dramaaa see u there bbs 😘 #idolpremiere https://t.co/aBYnmtyCfR"
101,katyperry,I see no lie 😢 #AmericanIdol https://t.co/SXQj5I616b
102,katyperry,O M G WE ARE BAAAACK!!! year 20 and we’re 💅🏻PLATINUM💅🏻this szn 🤩 get yer snacks 🍿 ready and @ me and @americanidol during ur viewing parties / reaction tweets / snot fests 😭 cause the #IDOLPREMIERE is on @abcnetwork tonight at 8/7c https://t.co/j0rz2UCLvZ
103,katyperry,OMG ur 🙏🏼holy trinity🙏🏼 is on the telly rn❗️❗️❗️ 📺 @abcnetwork @JimmyKimmelLive https://t.co/6J1XzSqnCD
104,katyperry,warped tour vibes https://t.co/YrBt2dWVRX
105,katyperry,"Camp isn’t just for the summer! 😎@fireworkfound has programs all year long! 🎇 If you can, please support to help ✨ignite the light✨ of some amazing kids 🙏🏼♥️ #FireworkFriday https://t.co/IbfbF3bDB8 https://t.co/xbXM89l6dT"
106,katyperry,"This Valentine’s Day, in lieu of flowers or chocolate Im planting 1000 trees for Orlando bc he keeps me rooted 🌱&amp; helps me bloom🌼 Go to https://t.co/Fdgp5j2Ap8 if u want to do the same for the ones u love and help leave a brighter future for the next generation ♥️ @nature_org https://t.co/sAlA4sEI3f"
107,katyperry,THIS IS ONE OF MY FAVORITE SONGS @MichaelJWoodard HAS EVER DONE❗️❗️❗️🦷#ShowSomeTeeth🦷 is out now❗️❗️❗️ https://t.co/sBcTuD6VlN to watch and lmk if it makes u show some of urs ➡️😁 https://t.co/sykgdWdiKV
108,katyperry,"Now that Dry January is officially over, let’s try to roll it in to a Fabulous February!? Can you show me how you #PLAYwithDeSoi and you might get to come #PLAY🍄 with me in Vegas this summer 🤗 🎁 ⬇️ to see how @drinkdesoi https://t.co/P87ooaVnQb"
109,katyperry,Season 20 of @americanidol is about to 🚀BLAST OFF🚀! Tune in to the adventure Feb. 27 on @ABCNetwork cause we really go the distance to find the best talent in the universe ✨🪐👽✌🏻 https://t.co/IXM5i95Uwy
110,katyperry,"thank u @nbcsnl for ur hospitality, I had so much fun even with the bomb cyclone 🌀 ICYMI: 

https://t.co/vNVtp4fG5K 
https://t.co/vecr0GHtbv https://t.co/p0d8j8httE"
111,katyperry,flew into a blizzard to bring some heat to @nbcsnl see u tonight https://t.co/IV8Kz2aRyw
112,katyperry,"OMG PLAY TIX ARE ON SALE NOW KATYCATS/HAPPY BIRTHDAY/CONGRATS ON YOUR ENGAGEMENT/YES, YOU SHOULD CELEBRATE YOUR PROMOTION/LIFE’S SHORT/FUCK IT https://t.co/eux5dOL6Ve https://t.co/4DlZrP3D6G"
113,katyperry,hold on to ur W.I.G. @nbcsnl https://t.co/O8j4X7oZro
114,katyperry,"ummm we heard y’all! thx to popular demand we’ve just added 16 more shows of #PLAY🍄 at @ResortsWorldLV! 😱 get ahead of ur summertime FOMO 😎 tix are on sale #SNLSaturday, 1/29 @ 10:00a PT. see u this spring &amp; summer 🎀🚽

March 2-19✔️
May 27-June 11✔️
July 29-August 13✔️ https://t.co/BEhNQtFxQ3"
115,katyperry,"Head to @papermagazine to see some behind the scenes footage from the #WHENIMGONE video! It’s all brewery, buttons, boobies vibes babes 🦾

https://t.co/9uGBdxXcBX https://t.co/gBkcTeQ69o"
116,katyperry,Obsessed with this montage babes https://t.co/dP5Ja56VJq
117,katyperry,"Live from New York, it’s 🍄PLAY🍄 Can’t wait to bring my slice of Sin City to the Big Apple🍎 (and ur 📺) @nbcsnl https://t.co/6BCJDsmWtd"
118,katyperry,"Grateful for all the ♥️ W.I.G. has been getting, can’t wait to come at y’all LIVE with it soon 👀🏙 https://t.co/q3yCbSzNQU"
119,katyperry,It’s all I want bb https://t.co/iyc4ulWOzK
120,katyperry,I SAW UUUU https://t.co/qmA7J8dVKw
121,katyperry,I love how freaky u r https://t.co/itXzQ4PVhi
122,katyperry,the W.I.G. fun ain’t over just yet! 🤗 go to    https://t.co/7Y5ZygezRT for a chat with me and @alesso about #WHENIMGONE right before the @youtube premiere at 8:00p PT 🦾 (and tag me in all ur videos after u learn that choreo i kno u will 💃🕺) https://t.co/etXZDLTlQK
123,katyperry,Get yer wings🍗 cause I’ve got yer W.I.G.‼️The music video with @Alesso premieres at halftime of the #cfbplayoff 🏆🏈 tune in to @espn starting at 5:00pm PT @ESPNCFB okuuuur 🦾 https://t.co/hw7jM56F0N
124,katyperry,imo @dontlookupfilm is brilliant because it perfectly captures the insanity that’s happening irl. so many lols and nervous ha’s 😬
125,katyperry,wow I just got in the shower butt naked but with my mask on and only realized it when I turned to wash my face am I ok I screamt
126,katyperry,"Dropping into Vegas like… 😯🤌🏻

See you tonight @rwlvtheatre! Can’t wait to #PLAY🍄 again lezzz go 🤸🏻‍♀️ https://t.co/Tb25W31Pi8"
127,katyperry,ily this friend-dom #katycats #PLAY🍄 https://t.co/Tc9JaTQZkE
128,katyperry,After you tune in 📺 to the #WHENIMGONE video premiere on @espn 🏈 🏆 join me and @Alesso on @YouTube for a chat right before the YouTube premiere 💜 https://t.co/2mNnkAEpfP
129,katyperry,"They come in three fun flavors: Golden Hour with citrus &amp; lemongrass 🍋, Champignon Dreams with strawberries &amp; grapefruit 🍓, and Purple Lune with blackberry nectar, vanilla oak &amp; rose petals 🌹 Available now at https://t.co/9fJ6rEHFot.

Cheers to pleasure with restraint! 🥂 https://t.co/VO3Df9LPjf"
130,katyperry,"Just in time for SOBERUARY❗️Excited to announce @drinkdesoi a line of sparkling nonalcoholic aperitifs I’ve created w/ my fellow new mama/ 
botany babe Morgan McLachlan. Our apéritifs are full of feel-good adaptogens for a drink that helps you create, relax &amp; ease into the night https://t.co/1vig65i9PV"
131,katyperry,"New year, new season! 💁🏻‍♀️ Thank goodness some people took a chance on me cause who knows where I would’ve ended up 😳😅🧨  Mark ur cals cause the 20TH year of @americanidol premieres Feb. 27 at 8|7c on @ABCNetwork https://t.co/F02t6bkCC5"
132,katyperry,"ICYMI, start off ur 2022 with some #PLAY🍄 TRASHUN!!! 🗑❤️‍🔥 watch the debut TV performance of #WHENIMGONE coupled with an old fan fav #WALKINGONAIR (yes u all spoke and i heard ya) 🌬 https://t.co/oAKmm8NiKa https://t.co/UBphMT7Mzo"
133,katyperry,"You tell that lady she can have 2 tickets on me to see #PLAY🍄 in Vegas 🎰whenever she wants. Katycats, find her! https://t.co/6tQtx7GWq8"
134,katyperry,"join me in throwing 2021 in the TRASH 🗑 while holding onto ur W.I.G. for 2022 babes! the TV debut of #WHENIMGONE is on CNN’s New Year’s Eve Live with @andersoncooper and @Andy, starting at 8p ET! #CNNNYE 🎉 https://t.co/KnPIE3mkjn"
135,katyperry,This is exactly the headline I deserve https://t.co/Jx5cpWArOL
136,katyperry,don’t you know me by now https://t.co/CxURDOk6PQ
137,katyperry,thanks bb https://t.co/arcT1n09yX
138,katyperry,Come #PLAY🍄 with me in VEGAS @ResortsWorldLV ♥️♥️♥️ https://t.co/LUX8ZjMMUz
139,katyperry,"When I’m gone, I’m never really gone 💅🏻 https://t.co/AB8kHxCoB3"
140,katyperry,You know I love a halftime mome 🏈😉 So excited that the #WHENIMGONE music video w/ @Alesso is premiering during halftime of the 2022 #CFBPlayoff Championship game on January 10 at 8pm ET on @ESPN https://t.co/bMDQTXnQNo
141,katyperry,It’s Vegas baby 💁🏻‍♀️ https://t.co/iK1SyasAm6
142,katyperry,Omg Keith Hudson lol https://t.co/NP23kdhvUx
143,katyperry,It was great I loved it I will go to every show https://t.co/Qv2S3jQZGq
144,katyperry,@katytakis I saw u gr
145,katyperry,"Are you ready to #PLAY🍄?

See you TONIGHT at 
✨♥️🌈PERRY PLAYLAND🌈♥️✨ https://t.co/EfbJjvfAwL"
146,katyperry,thank yew @AppleMusic for making @Alesso and me the cover of New Music Daily (+ giving me another excuse to chat with one of my favs @zanelowe 😊) go to https://t.co/5NnzkrJHH8 to hear the convo! https://t.co/GCohkSrUlA
147,katyperry,⏰ 1pm PT today ⏰ https://t.co/aoJU9kr06V
148,katyperry,#WHENIMGONE with @Alesso is finally out in the world! Listen at https://t.co/trvI7tcPTa for your pre-NYE dance party vibes… you’ll see 🦾🕺 https://t.co/97Uu2V1luU
149,katyperry,"TOMORROW you can officially come to 
✨♥️🌈 PERRY PLAYLAND🌈♥️✨

Where you can come and sing along to so many of your favorite songs! 🎶

#PLAY🍄 https://t.co/19qz0oGjJg"
150,katyperry,"Only 2 days until you can come to 
✨♥️🌈 PERRY PLAYLAND🌈♥️✨

Where you’ll get SAUCY, SEXY, SUNSHINE PLAYTIME DIVINE-NESS!  ☀️

#PLAY🍄 https://t.co/V2tgLPL3Ly"
151,katyperry,@kpsdaisy I personally would wear zebra but the EYE has a story to it so change mid show ?
152,katyperry,Love this fandom sm ♥️🍄 https://t.co/ygAsVj8mwq
153,katyperry,@finelinehoran_ Glitter black! 🍄
154,katyperry,@0hmyperry SMILE ON POINT!
155,katyperry,"Only 3 days until you can march over to 
✨♥️🌈 PERRY PLAYLAND🌈♥️✨

Where you’ll never lose hope! 🧡🖍

#PLAY🍄 https://t.co/G9WaOxttMR"
156,katyperry,@katysxdemi Dress but bring a jacket too gr
157,katyperry,@COVENBlTCH The Small Talk one the KC’s will love
158,katyperry,@xkatycatsarah Yeah duh!
159,katyperry,"Only 4 days until you can come to 
✨♥️🌈 PERRY PLAYLAND🌈♥️✨

Where you’ll really come to life! No batteries required ⏰🧦

#PLAY🍄 https://t.co/cR7nm5dBNJ"
160,katyperry,THIS JUST IN MEGAN FOUND MY FAKE ID FROM 2008 https://t.co/vv1Rk9aKYO
161,katyperry,"Only 5 days until you can come to 
✨♥️🌈 PERRY PLAYLAND🌈♥️✨

It’ll be a real trip! 😵‍💫

#PLAY🍄 https://t.co/dGRmNYxNId"
162,katyperry,@katycatbrit PINK
163,katyperry,@helloIettuce Black with sparkle or silver with sparkle 😍
164,katyperry,soz babes but it’s time to bring back some of the greatest hits 💁🏻‍♀️ https://t.co/Om25XnEBrK
165,katyperry,"Can’t make it to Vegas quite yet? Don’t worry, you can show off your playfulness with FASHUN! 😉 #PLAY🍄 merch is available now at my store on https://t.co/MPFdnObNcH! https://t.co/i7kNbPEx1A"
166,katyperry,"Only 6 days until you can come to 
✨♥️🌈 PERRY PLAYLAND🌈♥️✨

Where you’ll never stop believing in magic! 🌼

#PLAY🍄 https://t.co/XjZFYgTLOw"
167,katyperry,"Only ONE WEEK until you can come to 
✨♥️🌈 PERRY PLAYLAND🌈♥️✨

Where you’ll be sure to have a ball!🙃

#PLAY🍄 https://t.co/mKDzs1Npms"
168,katyperry,@katycat_gurl or is that silver? Omg not this again.
169,katyperry,@katycat_gurl both gorg but I love blue babes
170,katyperry,"Only 8 more days until you can come to 
✨♥️🌈 PERRY PLAYLAND🌈♥️✨

Where you’ll be flush with happiness! 

#PLAY🍄 https://t.co/skwxtg609e"
171,katyperry,@kneecoooo @kpcollections Anything RED or SPARKLY BB ♥️✨
172,katyperry,@KatysPrincess White bb
173,katyperry,"Only 9 more days until you can come to 
✨♥️🌈 PERRY PLAYLAND🌈♥️✨

It’s the happiest place, won’t you sing along? 

#PLAY🍄 https://t.co/gp8sIcxCtM"
174,katyperry,Did you say W.I.G.? Post a 🦾 below if you’ve pre-saved my new track with @Alesso coming NEXT WEEK (and if u haven’t yet get to it already 🤬) https://t.co/GuEMxmKGC4 https://t.co/lWdezvnLpG
175,katyperry,As I was putting together the set list for 🍄#PLAY🍄 I started hearing all of my songs so much differently 🎧🗣👂🏻&amp; now u can too w/ Spatial Audio! Listen to my entire discography on @applemusic @ https://t.co/E9vLWgklI9. It’s an experience unlike you’ve ever heard…trust me babes https://t.co/TGaZ33dGMi
176,katyperry,"Only 10 more days until 
✨♥️🌈HAPPINESS IS FOREVER🌈♥️✨

What can possibly go wrong? 🙃

#PerryPlayland #PLAY🍄 https://t.co/rlotrMuB1V"
177,katyperry,Gearing up for my #PLAY🍄 residency has me reflecting on some of my biggest performances throughout my career 🥺 thanks again @NFL for that once in a lifetime opportunity 🙏🏼🦁 https://t.co/0eJE0jEKTJ
178,katyperry,BOOSTED AND BOTOXED LFG VEGAS #PLAY
179,katyperry,"🦁THE ROAR COLLECTION🦁 is now live @ThetaDrop! Go 2 https://t.co/47eohxS34i to get ur limited edition NFTs (1️⃣of em is only available for 24 hrs) &amp;if ur feeling bold u can bid to OWN one of my BIGGEST show props of all time! 😳 
Speaking of REAL BIG stay tuned for  #PLAY NFTs 🔜 https://t.co/K7PxnxdhvK"
